,XLK,XLF,XLE,XLV,XLY,XLP,XLU,XLI,XLB,XLRE,XLC
2026-04-09,0.3176487220223681,0.21133224782450805,0.2273697707628367,0.1641291880460601,0.2562491101049165,0.15766443806035804,0.1564955127631802,0.23601631108795662,0.22412943963390367,0.1645569490776328,0.18113185481549138
2026-04-10,0.3124233589341364,0.21009096206542066,0.22131746144654982,0.16429418982427124,0.2509084591320202,0.15371330546958464,0.15683810113625468,0.2334863763018864,0.22045173363744455,0.16324244339938013,0.17950441380159501
2026-04-13,0.31214867107318833,0.21383166997846892,0.2210977552331825,0.16430768323291808,0.2479464941612715,0.15354588906850805,0.15720647608007554,0.23068771621707387,0.2166309568517112,0.16293619282797425,0.1791995324436328
2026-04-14,0.29991197104095313,0.20643621104713047,0.2250924936975765,0.16151529752990015,0.2434400113714386,0.15162153690731942,0.15691445565748224,0.22078916981197394,0.2104418873567311,0.16109550207183415,0.17701660287085108
2026-04-15,0.29812091550519343,0.20177585774070766,0.22408023105344504,0.1605067384961856,0.24317119612895688,0.15019176481944557,0.15799923104836083,0.21892273812984392,0.20995860554461374,0.15967444673615058,0.17566789085640885
2026-04-16,0.2947336827902603,0.20047570567223102,0.2213701462201553,0.15978745799974847,0.23863211694628966,0.14798181739274804,0.15797339760014364,0.21759663768934412,0.20951007466521224,0.1589929791847106,0.17631380671338764
2026-04-17,0.2869590577736455,0.1966685697575039,0.22843713483879788,0.16108482467360447,0.23741871019099758,0.1500978515196812,0.15704008827296373,0.21514246340522536,0.2062253882622061,0.15941838323329433,0.1722031865865432
2026-04-20,0.3068554009131707,0.20613537160182538,0.23008083792835202,0.1664695275593249,0.25275946023378953,0.15034882072658304,0.15811874362895595,0.2266012679528781,0.2122847520538798,0.16258391952373308,0.17938507519751662
2026-04-21,0.317482100038497,0.20758640241075357,0.23411563270621571,0.1740116277720648,0.25915745582779737,0.1516891220318299,0.16110174017905213,0.23442870067494018,0.21806352114530547,0.1656024367921314,0.1860155660799276
2026-04-22,0.3124382425502889,0.2031858283289836,0.23076305060309288,0.16603944384439406,0.24805367932768874,0.15166499255518512,0.1610361625190366,0.22532176814822602,0.20965937506904495,0.16382773440009796,0.18165826510970967
2026-04-23,0.3201237514070181,0.20587897106857095,0.23188591252927016,0.16754142438933695,0.2520658756192115,0.15512216405429977,0.16831424621161034,0.23027273650986774,0.21109130534892565,0.16495122669162193,0.18169722788415074
2026-04-24,0.3161764309311538,0.19933220161901552,0.23075723091408176,0.16579539832207213,0.24550531657902383,0.15418988828323832,0.16795014126347294,0.22397607224350097,0.20728555290263165,0.1627241484984154,0.1788212898183258
2026-04-27,0.3061469379073808,0.1952381782116964,0.2296718080795513,0.16306308544009865,0.23883491697940282,0.15545811326140457,0.16743791263788987,0.21895362209033264,0.20450026147706565,0.1617675978520714,0.17454464621494395
2026-04-28,0.30459444971463373,0.19342499503394253,0.23095325268176045,0.1595984235714628,0.23685991940402842,0.1560368979851004,0.165684626079944,0.21827917656409107,0.20440858367558765,0.16182327070455327,0.1729139890443169
2026-04-29,0.3191659307529279,0.19963924998125573,0.23616541225121984,0.16317634509604215,0.2469658829213288,0.15498691681345106,0.16784121861287843,0.2259806743420647,0.20959793410151564,0.16371542271141012,0.178461870402876
2026-04-30,0.28629734825300723,0.185965974629269,0.23222650445564702,0.16296465426591514,0.226911339192736,0.1579074895730316,0.1747093261125486,0.21699604016806512,0.20179447234128822,0.16028646987880235,0.16109677972479097
2026-05-01,0.2853939992506262,0.18673043949621573,0.23410613064189245,0.16316963005073035,0.22824088906840562,0.1546121683431384,0.17528613316529199,0.21859327099158293,0.19976573676789233,0.1607126876248552,0.16180667648958344
2026-05-04,0.3035380557250615,0.19367165482802248,0.2321036786673911,0.16749509078078542,0.2422521719492217,0.15406189393311334,0.1729389000260321,0.22888776926068194,0.20711556728990493,0.16361841566634833,0.17003224301665698
2026-05-05,0.28931552109893577,0.18709608886236534,0.22233487344738342,0.1631861057350553,0.2323794007512415,0.15108626490574736,0.1708827798521579,0.2229417838286738,0.2035206123851965,0.16044434389975,0.16080802837425817
2026-05-06,0.28366347884696524,0.18580787744818467,0.23648634608638253,0.1605159310831738,0.23242966006677124,0.14884505530766134,0.1731474244246241,0.22848583218671406,0.20148452376820566,0.1597002315217835,0.16222987283553914
2026-05-07,0.2788568178017074,0.1838219553240446,0.23866643437917326,0.15983230125664696,0.22638339618236347,0.148960241962688,0.1754564615407825,0.2306463937732314,0.19640843599007712,0.15991816103232936,0.16155612943076988
2026-05-08,0.2818907196097761,0.18187530081788247,0.23867097397523854,0.15591890375304257,0.23287863374383572,0.14701762477857738,0.1761747411966221,0.22607869322529767,0.19417605917641573,0.15679429481283783,0.1658103293386384
2026-05-11,0.29849486204260883,0.18892918646952553,0.2469964300018607,0.15973619017942992,0.24690717382187957,0.14852611410027589,0.17712694593839243,0.23730246247581305,0.2003133183716056,0.16034847447779269,0.17383794943484776
2026-05-12,0.2951595039520299,0.18657474587798065,0.24629336038758332,0.1628722551904548,0.24356404847336352,0.15046556188283833,0.1742603099897562,0.23437958243156143,0.19686391409891354,0.1573152606551613,0.17119963170261004
2026-05-13,0.2934031611714706,0.18400096114174735,0.24054837467120496,0.16259922021501091,0.24172534808576432,0.1477193380411385,0.1749861801967051,0.23280634246850568,0.194174835418951,0.1574970318267651,0.17050601411449806
2026-05-14,0.2824284913436221,0.17726610678071347,0.23904079672661957,0.16232229664096987,0.23686554905565715,0.14715902537359077,0.1732095510329597,0.22971200197842925,0.18994200788714238,0.15778262341702734,0.16346248009248804
2026-05-15,0.2995873863575094,0.18180018988579533,0.24749732577298353,0.165514126929677,0.25098284829705325,0.1479184817412311,0.17146354752719706,0.24084380021381177,0.20325344400620124,0.16273302768412834,0.1703908958372745
2026-05-18,0.29251715636834563,0.17878665539043162,0.24631251879851732,0.16344715491728107,0.2438945610312704,0.1477415540785827,0.1711360007382265,0.23526972883604674,0.19860910316046815,0.16073840688187999,0.1669553098926074
2026-05-19,0.2952791298215576,0.18105476508110238,0.24613409733767025,0.1648210425935569,0.24640618488510682,0.1478543093246615,0.16913449689849092,0.23839147313336978,0.20539748744597078,0.1592037114435794,0.1696716888288009
2026-05-20,0.2877936164474126,0.17822020774423153,0.2494812913133017,0.162172206162698,0.2442647460605311,0.14738209396317706,0.16758897675392376,0.23350428679593868,0.20393976904297123,0.15817696104918433,0.1649515115730001
2026-05-21,0.2793276189326127,0.17438468430193818,0.24763550694539035,0.16099970666276264,0.23624351758867354,0.1480904620547553,0.16843569366763791,0.22755302746503336,0.2006568907730052,0.15494438785225695,0.15806259169723663
2026-05-22,0.2775220621437825,0.15912704540220196,0.24831919440772854,0.1626900050423924,0.23287176042459987,0.1463935143962521,0.16881076829241953,0.2274008055280827,0.20232293799821718,0.15570969661958764,0.15665948249812392
2026-05-26,0.2854351982056722,0.16022055671296373,0.25714546932697835,0.16450669078153277,0.23412800097318046,0.14744817204489286,0.1672678187190458,0.23090468214323678,0.20590392476798614,0.15698470738594358,0.15772510828577738
2026-05-27,0.27486651461764505,0.15388477904968131,0.2558989479141258,0.16224547319919985,0.2292824939233549,0.1483635093373045,0.1668102841196416,0.22507839868746154,0.20212559547455775,0.15425371318083766,0.15425874255037847
2026-05-28,0.2655715994956299,0.1500586064193728,0.25372057588051317,0.16326871096741272,0.22397531029551337,0.1479854189698895,0.1677095518360239,0.22043323063618198,0.19928356596162045,0.15254655149050228,0.15164736901056614
2026-05-29,0.2592205346441985,0.1427470587526316,0.2513745801139945,0.15891096986207953,0.22093609974476594,0.14924339708302425,0.16587082927745195,0.21728731379005975,0.19667569028726123,0.15224266578680035,0.14895080706822902
2026-06-01,0.2721115818054751,0.14606943934379826,0.25364376424216356,0.16189602546363932,0.23199436294760278,0.1485802754536755,0.17573088723896887,0.2233260010579682,0.20142586797105497,0.1585461708282668,0.15340363005246405
2026-06-02,0.2672020045390082,0.1456240030169663,0.25396948796315094,0.16083191028799462,0.23016305279600807,0.14701448663434627,0.17969350418085686,0.21926594991480006,0.1951159121980448,0.1580913795822758,0.15702928731023927
2026-06-03,0.2712221862699568,0.14830409667507038,0.25596540114801664,0.16207361173040905,0.23003306922296127,0.14702086701790137,0.17959332298009495,0.22094403162223888,0.19628180240789697,0.15878288388654474,0.15987236071909675
2026-06-04,0.26650402131682177,0.15405464897294174,0.2531388947598776,0.16674254167663136,0.22407938141122913,0.1410412572899083,0.17919911099758928,0.21168124473798086,0.18746732992721277,0.16041239398605403,0.15747827717960802
2026-06-05,0.38549421410172,0.17000896185701173,0.27135069439470855,0.17899857689122867,0.2806259821698577,0.1457072080456069,0.18120621431191192,0.2550364909231398,0.2186654751554031,0.1725647564007389,0.19184407035964823
2026-06-08,0.34722899693856396,0.16100869494685766,0.26338572124753823,0.17059221621316303,0.25421020887292317,0.14522979859477206,0.18401347409048255,0.23325152331871168,0.20513891043385904,0.1682567968967841,0.1759731954872615
2026-06-09,0.3653964441413843,0.1644831137684264,0.2669250268227924,0.17349594924679634,0.2639733984535549,0.1473908287052394,0.18519126038570835,0.24093862559706644,0.21209215792341748,0.1748301844120197,0.18181691094703448
